customer_id,invoice_date,order_value,cumulative_lifetime_spend
12415.0,2011-05-17 15:42:00,11924.8,50117.54
12415.0,2011-05-20 14:13:00,766.36,50883.9
12415.0,2011-06-15 13:37:00,23426.81,74310.71
12415.0,2011-07-13 15:30:00,2735.16,77045.87
12415.0,2011-07-13 15:31:00,61.2,77107.07
12415.0,2011-07-19 10:51:00,158.65,77265.72
12415.0,2011-08-18 08:51:00,21880.44,99146.16
12415.0,2011-09-01 13:50:00,2732.92,101879.08
12415.0,2011-09-01 13:51:00,208.8,102087.88
12415.0,2011-10-05 12:35:00,828.0,102915.88
12415.0,2011-10-05 12:44:00,15643.77,118559.65
12415.0,2011-11-02 12:03:00,624.24,119183.89
12415.0,2011-11-03 11:26:00,375.24,119559.13
12415.0,2011-11-15 10:32:00,4925.8,124484.93
12415.0,2011-11-15 14:22:00,429.6,124914.53
12417.0,2010-12-17 11:51:00,291.34,291.34
12417.0,2011-01-25 09:11:00,323.44,614.78
12417.0,2011-03-03 14:12:00,410.0,1024.78
12417.0,2011-04-28 13:09:00,436.3,1461.08
12417.0,2011-06-05 15:46:00,437.19,1898.27
12417.0,2011-08-04 18:51:00,355.56,2253.83
12417.0,2011-08-25 10:26:00,562.69,2816.52
12417.0,2011-10-31 16:02:00,462.85,3279.37
12417.0,2011-12-06 14:52:00,369.73,3649.1
12418.0,2011-08-19 11:08:00,668.58,668.58
12420.0,2011-10-07 08:55:00,600.39,600.39
12421.0,2011-01-24 15:09:00,157.45,157.45
12421.0,2011-06-19 13:54:00,239.35,396.8
12421.0,2011-08-17 10:56:00,231.76,628.56
12421.0,2011-11-24 09:07:00,178.48,807.04
12422.0,2011-01-19 09:13:00,238.5,238.5
12422.0,2011-06-24 13:20:00,417.36,655.86
12422.0,2011-09-05 09:48:00,147.7,803.56
12423.0,2010-12-21 10:54:00,237.93,237.93
12423.0,2011-02-21 09:52:00,192.31,430.24
12423.0,2011-03-21 11:46:00,347.35,777.59
12423.0,2011-04-07 12:04:00,255.36,1032.95
12423.0,2011-05-23 10:48:00,333.82,1366.77
12423.0,2011-06-01 09:26:00,84.92,1451.69
12423.0,2011-08-31 08:55:00,198.98,1650.67
12423.0,2011-12-09 10:10:00,208.64,1859.31
12424.0,2011-06-30 12:06:00,1760.96,1760.96
12425.0,2011-09-22 17:31:00,777.2,777.2
12426.0,2011-05-29 12:26:00,582.73,582.73
12427.0,2010-12-03 10:44:00,303.5,303.5
12427.0,2011-10-10 15:15:00,282.58,586.08
12427.0,2011-11-18 08:56:00,239.72,825.8
12428.0,2011-03-01 09:33:00,1943.4,1943.4
12428.0,2011-03-01 09:35:00,2474.62,4418.02
12428.0,2011-03-01 16:53:00,551.2,4969.22
12428.0,2011-03-20 15:46:00,409.2,5378.42
12428.0,2011-03-30 15:48:00,558.4,5936.82
12428.0,2011-04-11 10:04:00,373.72,6310.54
12428.0,2011-07-05 12:23:00,632.44,6942.98
12428.0,2011-08-11 12:58:00,605.14,7548.12
12428.0,2011-11-14 08:22:00,408.34,7956.46
12429.0,2010-12-09 12:05:00,1281.5,1281.5
12429.0,2011-04-26 11:44:00,437.98,1719.48
12429.0,2011-06-20 12:14:00,1125.4,2844.88
12429.0,2011-11-30 17:22:00,905.52,3750.4
12430.0,2011-10-27 15:09:00,256.4,256.4
12431.0,2010-12-01 10:03:00,358.25,358.25
12431.0,2010-12-17 14:10:00,415.7,773.95
12431.0,2011-01-28 14:37:00,384.68,1158.63
12431.0,2011-02-17 08:23:00,640.1,1798.73
12431.0,2011-02-27 14:43:00,412.55,2211.28
12431.0,2011-05-12 12:34:00,475.16,2686.44
12431.0,2011-05-23 09:14:00,472.09,3158.53
12431.0,2011-07-19 10:42:00,483.02,3641.55
12431.0,2011-07-24 12:05:00,505.46,4147.01
12431.0,2011-07-26 10:16:00,118.8,4265.81
12431.0,2011-08-12 14:19:00,608.76,4874.57
12431.0,2011-10-06 09:31:00,588.96,5463.53
12431.0,2011-10-06 09:32:00,89.8,5553.33
12431.0,2011-10-10 14:49:00,332.68,5886.01
12431.0,2011-11-04 11:55:00,601.44,6487.45
12432.0,2011-06-20 13:27:00,2862.06,2862.06
12432.0,2011-06-20 13:29:00,454.6,3316.66
12432.0,2011-06-22 13:12:00,700.0,4016.66
12432.0,2011-10-28 11:40:00,978.06,4994.72
12432.0,2011-10-28 11:43:00,64.6,5059.32
12433.0,2010-12-01 13:24:00,1919.14,1919.14
12433.0,2010-12-08 16:49:00,1867.98,3787.12
12433.0,2011-09-09 13:44:00,2608.11,6395.23
12433.0,2011-10-27 13:43:00,1498.66,7893.89
12433.0,2011-11-30 14:05:00,2843.29,10737.18
12433.0,2011-12-09 08:48:00,2618.89,13356.07
12433.0,2011-12-09 10:02:00,19.8,13375.87
12434.0,2011-03-24 13:05:00,286.25,286.25
12434.0,2011-09-16 12:38:00,519.89,806.14
12435.0,2011-03-17 07:40:00,3978.99,3978.99
12435.0,2011-09-21 09:06:00,3850.9,7829.89
12436.0,2011-09-01 12:09:00,509.01,509.01
12437.0,2011-01-12 14:13:00,392.7,392.7
12437.0,2011-02-02 15:22:00,150.5,543.2
12437.0,2011-02-23 16:44:00,344.0,887.2
12437.0,2011-02-23 16:45:00,95.76,982.96
12437.0,2011-03-16 14:37:00,147.71,1130.67
12437.0,2011-04-28 11:45:00,209.1,1339.77
12437.0,2011-05-18 10:34:00,368.2,1707.97
12437.0,2011-05-25 10:08:00,267.12,1975.09
12437.0,2011-06-15 09:01:00,501.64,2476.73
12437.0,2011-09-02 13:14:00,269.58,2746.31
12437.0,2011-09-02 13:15:00,65.1,2811.41
12437.0,2011-09-22 16:58:00,222.6,3034.01
12437.0,2011-10-27 13:44:00,263.46,3297.47
12437.0,2011-11-03 09:43:00,736.55,4034.02
12437.0,2011-11-03 13:24:00,260.48,4294.5
12437.0,2011-11-18 15:14:00,198.6,4493.1
12437.0,2011-11-30 16:47:00,292.41,4785.51
12437.0,2011-12-08 11:35:00,165.9,4951.41
12438.0,2011-07-22 13:29:00,890.07,890.07
12438.0,2011-11-25 13:28:00,2016.78,2906.85
12441.0,2010-12-08 10:45:00,173.55,173.55
12442.0,2011-12-06 14:22:00,172.06,172.06
12444.0,2011-06-21 14:00:00,1870.2,1870.2
12444.0,2011-08-10 08:41:00,757.07,2627.27
12444.0,2011-09-15 09:43:00,562.54,3189.81
12444.0,2011-10-12 12:08:00,879.01,4068.82
12444.0,2011-11-18 13:23:00,936.64,5005.46
12445.0,2011-11-17 18:43:00,133.4,133.4
12446.0,2011-10-13 12:50:00,1002.31,1002.31
12447.0,2011-04-10 13:25:00,476.49,476.49
12448.0,2011-10-26 13:46:00,449.45,449.45
12449.0,2011-06-05 15:37:00,858.93,858.93
12449.0,2011-08-02 09:14:00,777.95,1636.88
12449.0,2011-09-09 09:13:00,1087.7,2724.58
12449.0,2011-11-17 13:46:00,1342.71,4067.29
12450.0,2011-06-19 14:36:00,101.88,101.88
12450.0,2011-07-06 14:41:00,96.0,197.88
12451.0,2011-01-19 09:05:00,2919.51,2919.51
12451.0,2011-05-05 17:34:00,2388.31,5307.82
12451.0,2011-10-05 12:52:00,2539.56,7847.38
12451.0,2011-11-18 09:58:00,925.64,8773.02
12451.0,2011-11-29 08:40:00,262.5,9035.52
12452.0,2011-11-23 08:05:00,350.57,350.57
12452.0,2011-11-23 10:28:00,80.0,430.57
12453.0,2011-07-28 14:08:00,707.09,707.09
12454.0,2011-10-14 17:13:00,3528.34,3528.34
12455.0,2011-02-16 09:56:00,1683.9,1683.9
12455.0,2011-02-17 17:05:00,15.0,1698.9
12455.0,2011-06-03 11:33:00,264.4,1963.3
12455.0,2011-07-06 13:18:00,134.5,2097.8
12455.0,2011-08-04 11:07:00,78.56,2176.36
12455.0,2011-09-27 15:31:00,290.5,2466.86
12456.0,2011-03-30 09:12:00,940.17,940.17
12456.0,2011-07-31 15:25:00,1325.23,2265.4
12456.0,2011-10-26 14:41:00,915.64,3181.04
12457.0,2011-04-14 18:57:00,669.25,669.25
12457.0,2011-04-15 13:48:00,219.0,888.25
12457.0,2011-04-20 10:10:00,179.0,1067.25
12457.0,2011-09-14 15:54:00,743.28,1810.53
12457.0,2011-09-15 14:25:00,160.0,1970.53
12457.0,2011-09-19 09:04:00,196.35,2166.88
12457.0,2011-10-04 13:13:00,196.35,2363.23
12458.0,2011-02-28 10:55:00,441.92,441.92
12458.0,2011-09-29 15:25:00,505.48,947.4
12461.0,2011-07-08 10:23:00,626.88,626.88
12461.0,2011-09-06 16:57:00,200.0,826.88
12462.0,2011-02-09 14:44:00,762.11,762.11
12462.0,2011-11-21 09:11:00,427.48,1189.59
12463.0,2011-04-12 12:47:00,350.57,350.57
12463.0,2011-05-17 10:02:00,297.38,647.95
12463.0,2011-06-17 14:28:00,337.84,985.79
12463.0,2011-10-17 13:44:00,358.99,1344.78
12464.0,2011-02-03 13:30:00,213.9,213.9
12464.0,2011-02-28 12:08:00,149.95,363.85
12464.0,2011-05-23 11:48:00,147.0,510.85
12464.0,2011-05-23 11:49:00,34.0,544.85
12464.0,2011-07-13 11:58:00,45.6,590.45
12464.0,2011-08-25 13:33:00,190.1,780.55
12464.0,2011-11-17 15:55:00,149.6,930.15
12464.0,2011-11-29 13:33:00,281.9,1212.05
12465.0,2011-06-23 13:37:00,440.94,440.94
12465.0,2011-11-22 16:34:00,301.25,742.19
12468.0,2011-01-27 13:29:00,220.59,220.59
12468.0,2011-06-05 11:36:00,508.95,729.54
12471.0,2010-12-10 09:35:00,1982.41,1982.41
12471.0,2010-12-10 09:48:00,378.0,2360.41
12471.0,2010-12-17 11:52:00,1484.25,3844.66
12471.0,2010-12-17 11:53:00,29.7,3874.36
12471.0,2011-01-13 13:21:00,753.45,4627.81
12471.0,2011-02-03 10:47:00,947.4,5575.21
12471.0,2011-02-23 15:53:00,388.3,5963.51
12471.0,2011-03-18 09:55:00,845.32,6808.83
12471.0,2011-03-18 09:57:00,33.0,6841.83
12471.0,2011-04-04 12:10:00,624.29,7466.12
12471.0,2011-04-04 12:11:00,50.0,7516.12
12471.0,2011-05-13 08:10:00,774.6,8290.72
12471.0,2011-05-13 08:11:00,106.6,8397.32
12471.0,2011-07-04 11:59:00,30.0,8427.32
12471.0,2011-07-07 12:38:00,739.64,9166.96
12471.0,2011-07-07 12:40:00,208.62,9375.58
12471.0,2011-08-22 10:39:00,1127.02,10502.6
12471.0,2011-08-24 12:39:00,83.58,10586.18
12471.0,2011-08-24 16:13:00,530.22,11116.4
12471.0,2011-09-16 10:39:00,440.5,11556.9
12471.0,2011-09-22 17:25:00,223.26,11780.16
12471.0,2011-10-05 12:24:00,240.0,12020.16
12471.0,2011-10-05 12:25:00,2145.38,14165.54
12471.0,2011-11-03 09:56:00,725.72,14891.26
12471.0,2011-11-17 09:49:00,1072.12,15963.38
12471.0,2011-11-24 08:50:00,332.96,16296.34
12471.0,2011-11-24 12:36:00,590.32,16886.66
12471.0,2011-11-29 13:00:00,604.86,17491.52
12471.0,2011-11-29 13:01:00,94.02,17585.54
12471.0,2011-12-07 15:43:00,2238.51,19824.05
12472.0,2010-12-05 14:19:00,1631.3,1631.3
12472.0,2011-01-26 12:27:00,825.36,2456.66
12472.0,2011-03-17 12:40:00,592.18,3048.84
12472.0,2011-06-13 14:13:00,1266.66,4315.5
12472.0,2011-07-24 11:55:00,612.1,4927.6
12472.0,2011-10-19 11:49:00,1376.43,6304.03
12472.0,2011-11-07 14:01:00,268.08,6572.11
12473.0,2011-06-01 10:15:00,672.19,672.19
12473.0,2011-08-17 12:04:00,514.06,1186.25
12473.0,2011-10-17 11:27:00,1697.98,2884.23
12473.0,2011-11-10 13:44:00,1013.86,3898.09
12473.0,2011-11-10 13:46:00,40.46,3938.55
12474.0,2011-01-14 10:06:00,47.5,47.5
12474.0,2011-01-14 14:45:00,201.9,249.4
12474.0,2011-01-26 13:38:00,350.4,599.8
12474.0,2011-02-25 11:53:00,287.58,887.38
12474.0,2011-03-18 14:20:00,806.47,1693.85
12474.0,2011-03-28 14:07:00,257.2,1951.05
12474.0,2011-05-17 15:48:00,760.28,2711.33
12474.0,2011-05-23 12:32:00,7.8,2719.13
12474.0,2011-06-21 10:46:00,427.76,3146.89
12474.0,2011-06-26 15:36:00,44.25,3191.14
12474.0,2011-07-12 10:25:00,191.6,3382.74
12474.0,2011-07-25 10:04:00,513.64,3896.38
12474.0,2011-09-02 10:53:00,465.68,4362.06
12474.0,2011-10-11 12:38:00,522.36,4884.42
12474.0,2011-10-17 10:42:00,572.23,5456.65
12474.0,2011-10-20 12:53:00,740.41,6197.06
12474.0,2011-11-15 15:42:00,762.56,6959.62
12474.0,2011-11-22 14:39:00,416.17,7375.79
12475.0,2011-10-17 10:10:00,723.38,723.38
12476.0,2010-12-13 14:39:00,12.45,12.45
12476.0,2011-01-31 11:46:00,549.58,562.03
12476.0,2011-02-14 10:24:00,160.2,722.23
12476.0,2011-04-19 10:48:00,1411.67,2133.9
12476.0,2011-05-05 17:13:00,311.2,2445.1
12476.0,2011-07-21 17:39:00,746.57,3191.67
12476.0,2011-09-16 10:56:00,533.6,3725.27
12476.0,2011-10-25 08:44:00,448.88,4174.15
12476.0,2011-10-25 08:45:00,648.28,4822.43
12476.0,2011-11-14 15:19:00,243.53,5065.96
12476.0,2011-11-24 12:40:00,1750.46,6816.42
12477.0,2011-02-11 12:45:00,2355.95,2355.95
12477.0,2011-04-14 13:59:00,2221.02,4576.97
12477.0,2011-08-31 09:11:00,4257.06,8834.03
12477.0,2011-10-07 09:16:00,1059.24,9893.27
12477.0,2011-10-14 13:54:00,1288.78,11182.05
12477.0,2011-11-17 09:51:00,2037.69,13219.74
12478.0,2011-12-06 09:56:00,680.99,680.99
12479.0,2011-11-28 13:26:00,527.2,527.2
12480.0,2011-01-07 15:27:00,816.25,816.25
12480.0,2011-03-17 13:23:00,771.02,1587.27
12480.0,2011-07-19 14:04:00,557.68,2144.95
12480.0,2011-11-11 14:52:00,1136.68,3281.63
12481.0,2010-12-09 10:13:00,159.38,159.38
12481.0,2010-12-20 15:15:00,631.96,791.34
12481.0,2011-01-07 10:32:00,603.09,1394.43
12481.0,2011-03-28 13:57:00,602.86,1997.29
12481.0,2011-03-28 13:59:00,229.48,2226.77
12481.0,2011-05-19 08:26:00,738.96,2965.73
12481.0,2011-05-19 08:27:00,134.82,3100.55
12481.0,2011-06-13 10:52:00,1001.21,4101.76
12481.0,2011-10-05 09:46:00,1307.76,5409.52
12481.0,2011-11-17 08:29:00,186.8,5596.32
12483.0,2011-01-04 14:20:00,547.56,547.56
12483.0,2011-04-27 13:13:00,323.0,870.56
12483.0,2011-05-11 09:42:00,8.5,879.06
12483.0,2011-05-18 12:50:00,115.6,994.66
12483.0,2011-06-09 12:20:00,319.95,1314.61
12483.0,2011-09-02 11:42:00,309.45,1624.06
12483.0,2011-10-30 11:34:00,454.2,2078.26
12483.0,2011-11-22 17:02:00,406.72,2484.98
12484.0,2011-01-07 14:04:00,1138.67,1138.67
12484.0,2011-06-16 11:30:00,1137.99,2276.66
12484.0,2011-08-28 13:32:00,1246.49,3523.15
12484.0,2011-08-31 09:44:00,140.0,3663.15
12484.0,2011-11-04 15:18:00,738.57,4401.72
12484.0,2011-11-07 11:37:00,140.0,4541.72
12488.0,2011-09-25 10:34:00,553.39,553.39
12488.0,2011-10-31 10:42:00,214.06,767.45
12488.0,2011-11-30 08:50:00,531.21,1298.66
12489.0,2011-01-07 13:13:00,334.93,334.93
12490.0,2011-01-14 09:13:00,864.22,864.22
12490.0,2011-05-09 09:47:00,331.5,1195.72
12490.0,2011-06-20 14:58:00,484.06,1679.78
12490.0,2011-07-24 11:25:00,412.93,2092.71
12490.0,2011-08-31 12:33:00,424.06,2516.77
12490.0,2011-09-07 13:22:00,1035.82,3552.59
12490.0,2011-11-02 14:51:00,633.44,4186.03
12490.0,2011-11-14 13:02:00,411.72,4597.75
12490.0,2011-11-22 11:19:00,357.88,4955.63
12490.0,2011-12-04 16:07:00,462.3,5417.93
12491.0,2011-11-01 12:18:00,460.4,460.4
12492.0,2011-08-26 14:51:00,126.39,126.39
12492.0,2011-10-07 15:15:00,136.82,263.21
12493.0,2011-05-26 14:53:00,232.5,232.5
12493.0,2011-06-27 10:17:00,201.24,433.74
12494.0,2010-12-09 11:31:00,57.6,57.6
12494.0,2010-12-16 11:24:00,4.95,62.55
12494.0,2011-02-17 10:08:00,250.0,312.55
12494.0,2011-05-27 13:49:00,403.09,715.64
12494.0,2011-07-01 12:17:00,153.22,868.86
12494.0,2011-10-30 15:44:00,214.74,1083.6
12494.0,2011-11-24 09:34:00,162.5,1246.1
12497.0,2011-09-19 12:29:00,1043.1,1043.1
12498.0,2011-10-13 09:30:00,247.25,247.25
12498.0,2011-11-18 12:52:00,126.0,373.25
12498.0,2011-11-18 12:53:00,30.45,403.7
12500.0,2011-01-10 09:48:00,344.94,344.94
12500.0,2011-02-17 12:23:00,373.98,718.92
12500.0,2011-03-03 15:30:00,249.84,968.76
12500.0,2011-03-18 09:55:00,241.44,1210.2
12500.0,2011-06-24 10:16:00,185.64,1395.84
12500.0,2011-08-25 12:50:00,378.0,1773.84
12500.0,2011-10-06 09:37:00,150.25,1924.09
12500.0,2011-10-19 09:43:00,617.04,2541.13
12500.0,2011-10-19 10:33:00,3.0,2544.13
12500.0,2011-10-21 10:13:00,1096.65,3640.78
12500.0,2011-11-16 16:20:00,617.04,4257.82
12501.0,2011-01-07 12:28:00,2169.39,2169.39
12502.0,2011-02-03 10:41:00,617.25,617.25
12502.0,2011-03-16 13:29:00,702.8,1320.05
12502.0,2011-05-06 08:19:00,522.6,1842.65
12502.0,2011-08-04 09:55:00,788.87,2631.52
12502.0,2011-09-05 11:52:00,1092.35,3723.87
12504.0,2011-11-09 14:56:00,449.4,449.4
12504.0,2011-11-21 16:02:00,32.65,482.05
12506.0,2011-04-21 08:54:00,73.5,73.5
12507.0,2011-02-14 09:24:00,446.16,446.16
12507.0,2011-07-07 10:20:00,46.75,492.91
12507.0,2011-07-28 17:09:00,811.9,1304.81
12508.0,2011-11-10 16:27:00,275.19,275.19
12508.0,2011-11-13 15:37:00,123.08,398.27
12509.0,2011-02-28 14:45:00,176.5,176.5
12510.0,2011-01-18 14:04:00,681.05,681.05
12510.0,2011-07-20 10:15:00,301.52,982.57
12512.0,2011-10-04 14:53:00,122.33,122.33
12512.0,2011-10-04 14:55:00,15.7,138.03
12513.0,2011-08-19 10:51:00,612.29,612.29
12514.0,2011-03-17 16:38:00,1017.68,1017.68
12515.0,2010-12-21 15:43:00,383.7,383.7
12516.0,2011-06-12 11:37:00,583.2,583.2
12516.0,2011-09-23 09:13:00,728.86,1312.06
12517.0,2011-06-02 15:13:00,766.95,766.95
12517.0,2011-08-05 15:02:00,771.75,1538.7
12517.0,2011-09-27 11:50:00,417.2,1955.9
12517.0,2011-11-11 13:57:00,492.94,2448.84
12517.0,2011-11-11 14:04:00,54.0,2502.84
12518.0,2011-08-21 13:18:00,324.83,324.83
12518.0,2011-09-23 15:45:00,524.9,849.73
